empresa,producto,sentimiento,comentario,fecha_hora,clean_comentario,texto_limpio,score_sentimiento,hora,hora_redondeada
Binance,Earn Program,neutral,"Es un Earn Program más. No está mal, pero tampoco es la gran cosa.",2025-04-19 16:00:00,es un earn program ms no est mal pero tampoco es la gran cosa,es un earn program ms est mal pero tampoco es la gran cosa,0.0,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Binance,Binance App,neutral,Tuve una pésima experiencia con Binance App de Binance. Decepcionante. 👎,2025-04-17 06:00:00,tuve una psima experiencia con binance app de binance decepcionante,tuve una psima experiencia con binance app de binance decepcionante,0.0,2025-04-17T06:00:00.000000,2025-04-17T06:00:00.000000
Meta,Threads,neutral,"Meta, ¿qué les pasó con el Threads? Está lleno de fallas. 😤",2025-04-17 12:00:00,meta qu les pas con el threads est lleno de fallas,meta qu les pas con el threads est lleno de fallas,0.0,2025-04-17T12:00:00.000000,2025-04-17T12:00:00.000000
Nike,Air Max,neutral,"Air Max cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-16 01:00:00,air max cumple con lo bsico nada sorprendente pero funciona,air max cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-16T01:00:00.000000,2025-04-16T01:00:00.000000
Nvidia,GeForce NOW,neutral,"GeForce NOW no sirve para nada, Nvidia debería hacer recall ya.",2025-04-17 19:00:00,geforce now no sirve para nada nvidia debera hacer recall ya,geforce sirve para nada nvidia debera hacer recall ya,0.0,2025-04-17T19:00:00.000000,2025-04-17T19:00:00.000000
Nvidia,DLSS 3.5,neutral,Tuve una pésima experiencia con DLSS 3.5 de Nvidia. Decepcionante. 👎,2025-04-15 15:00:00,tuve una psima experiencia con dlss 35 de nvidia decepcionante,tuve una psima experiencia con dlss de nvidia decepcionante,0.0,2025-04-15T15:00:00.000000,2025-04-15T15:00:00.000000
Tesla,Powerwall,neutral,Parece estable el Powerwall de Tesla. Veremos con el tiempo.,2025-04-18 22:00:00,parece estable el powerwall de tesla veremos con el tiempo,parece estable el powerwall de tesla veremos con el tiempo,0.0,2025-04-18T22:00:00.000000,2025-04-18T22:00:00.000000
Apple,Apple Watch,neutral,¡Amo mi nuevo Apple Watch de Apple! 🥳,2025-04-16 03:00:00,amo mi nuevo apple watch de apple,amo mi nuevo apple watch de apple,0.0,2025-04-16T03:00:00.000000,2025-04-16T03:00:00.000000
Apple,iPhone 15,neutral,Tuve una pésima experiencia con iPhone 15 de Apple. Decepcionante. 👎,2025-04-16 13:00:00,tuve una psima experiencia con iphone 15 de apple decepcionante,tuve una psima experiencia con iphone de apple decepcionante,0.0,2025-04-16T13:00:00.000000,2025-04-16T13:00:00.000000
Nvidia,DLSS 3.5,negativo,"Nvidia se la rifó con el DLSS 3.5, está brutal 😍",2025-04-16 22:00:00,nvidia se la rif con el dlss 35 est brutal,nvidia se la rif con el dlss est brutal,-0.6249,2025-04-16T22:00:00.000000,2025-04-16T22:00:00.000000
Binance,Smart Chain,positivo,No entiendo el hype con el Smart Chain de Binance. Meh.,2025-04-19 10:00:00,no entiendo el hype con el smart chain de binance meh,entiendo el hype con el smart chain de binance meh,0.34,2025-04-19T10:00:00.000000,2025-04-19T10:00:00.000000
Nike,Air Max,neutral,Muy satisfecho con Air Max de Nike. No esperaba menos.,2025-04-18 23:00:00,muy satisfecho con air max de nike no esperaba menos,muy satisfecho con air max de nike esperaba menos,0.0,2025-04-18T23:00:00.000000,2025-04-18T23:00:00.000000
Coinbase,Wallet,neutral,Malísimo el Wallet de Coinbase. No lo recomiendo. 👎,2025-04-17 11:00:00,malsimo el wallet de coinbase no lo recomiendo,malsimo el wallet de coinbase lo recomiendo,0.0,2025-04-17T11:00:00.000000,2025-04-17T11:00:00.000000
Meta,Oculus Quest,neutral,"Oculus Quest no sirve para nada, Meta debería hacer recall ya.",2025-04-19 19:00:00,oculus quest no sirve para nada meta debera hacer recall ya,oculus quest sirve para nada meta debera hacer recall ya,0.0,2025-04-19T19:00:00.000000,2025-04-19T19:00:00.000000
Nike,Nike App,neutral,Vi muchas reseñas del Nike App de Nike. Opiniones divididas.,2025-04-16 19:00:00,vi muchas reseas del nike app de nike opiniones divididas,vi muchas reseas del nike app de nike opinione dividida,0.0,2025-04-16T19:00:00.000000,2025-04-16T19:00:00.000000
Nike,Nike App,neutral,El soporte de Nike no resolvió nada con mi Nike App. 🤬,2025-04-19 13:00:00,el soporte de nike no resolvi nada con mi nike app,el soporte de nike resolvi nada con mi nike app,0.0,2025-04-19T13:00:00.000000,2025-04-19T13:00:00.000000
Nike,Jordan Retro,neutral,Malísimo el Jordan Retro de Nike. No lo recomiendo. 👎,2025-04-15 08:00:00,malsimo el jordan retro de nike no lo recomiendo,malsimo el jordan retro de nike lo recomiendo,0.0,2025-04-15T08:00:00.000000,2025-04-15T08:00:00.000000
Nvidia,CUDA Toolkit,neutral,Probando el CUDA Toolkit de Nvidia. Aún no sé qué pensar.,2025-04-16 06:00:00,probando el cuda toolkit de nvidia an no s qu pensar,probando el cuda toolkit de nvidia s qu pensar,0.0,2025-04-16T06:00:00.000000,2025-04-16T06:00:00.000000
Nike,Jordan Retro,neutral,No puedo creer lo bien que funciona el Jordan Retro de Nike. Recomendado. 💯,2025-04-20 00:00:00,no puedo creer lo bien que funciona el jordan retro de nike recomendado,puedo creer lo bien que funciona el jordan retro de nike recomendado,0.0,2025-04-20T00:00:00.000000,2025-04-20T00:00:00.000000
Nvidia,CUDA Toolkit,neutral,Muy satisfecho con CUDA Toolkit de Nvidia. No esperaba menos.,2025-04-17 10:00:00,muy satisfecho con cuda toolkit de nvidia no esperaba menos,muy satisfecho con cuda toolkit de nvidia esperaba menos,0.0,2025-04-17T10:00:00.000000,2025-04-17T10:00:00.000000
Nvidia,DLSS 3.5,negativo,No entiendo el hype con el DLSS 3.5 de Nvidia. Meh.,2025-04-16 02:00:00,no entiendo el hype con el dlss 35 de nvidia meh,entiendo el hype con el dlss de nvidia meh,-0.0772,2025-04-16T02:00:00.000000,2025-04-16T02:00:00.000000
Meta,Facebook Ads,neutral,Probando el Facebook Ads de Meta. Aún no sé qué pensar.,2025-04-18 16:00:00,probando el facebook ads de meta an no s qu pensar,probando el facebook ads de meta s qu pensar,0.0,2025-04-18T16:00:00.000000,2025-04-18T16:00:00.000000
Nvidia,GeForce NOW,neutral,No tengo quejas ni elogios del GeForce NOW de Nvidia.,2025-04-18 15:00:00,no tengo quejas ni elogios del geforce now de nvidia,tengo quejas ni elogios del geforce de nvidia,0.0,2025-04-18T15:00:00.000000,2025-04-18T15:00:00.000000
Nike,Nike App,neutral,He tenido más problemas que beneficios con el Nike App de Nike.,2025-04-19 07:00:00,he tenido ms problemas que beneficios con el nike app de nike,tenido ms problemas que beneficio con el nike app de nike,0.0,2025-04-19T07:00:00.000000,2025-04-19T07:00:00.000000
Meta,Threads,neutral,Nunca volveré a comprar un Threads de Meta. Estafa total.,2025-04-16 11:00:00,nunca volver a comprar un threads de meta estafa total,nunca volver comprar un threads de meta estafa total,0.0,2025-04-16T11:00:00.000000,2025-04-16T11:00:00.000000
Nike,Nike Run Club,neutral,El Nike Run Club de Nike no vale lo que cuesta. 😡,2025-04-17 16:00:00,el nike run club de nike no vale lo que cuesta,el nike run club de nike vale lo que cuesta,0.0,2025-04-17T16:00:00.000000,2025-04-17T16:00:00.000000
Binance,Launchpad,neutral,Lo de Binance con el Launchpad es otro nivel. 😎,2025-04-19 00:00:00,lo de binance con el launchpad es otro nivel,lo de binance con el launchpad es otro nivel,0.0,2025-04-19T00:00:00.000000,2025-04-19T00:00:00.000000
Binance,Earn Program,neutral,Otro día más batallando con Earn Program de Binance.,2025-04-15 13:00:00,otro da ms batallando con earn program de binance,otro da ms batallando con earn program de binance,0.0,2025-04-15T13:00:00.000000,2025-04-15T13:00:00.000000
Nvidia,RTX 4090,neutral,El soporte de Nvidia no resolvió nada con mi RTX 4090. 🤬,2025-04-17 13:00:00,el soporte de nvidia no resolvi nada con mi rtx 4090,el soporte de nvidia resolvi nada con mi rtx,0.0,2025-04-17T13:00:00.000000,2025-04-17T13:00:00.000000
Tesla,Model 3,neutral,"Ya van 3 veces que falla el Model 3. ¿Qué pasa, Tesla?",2025-04-18 23:00:00,ya van 3 veces que falla el model 3 qu pasa tesla,ya van vece que falla el model qu pasa tesla,0.0,2025-04-18T23:00:00.000000,2025-04-18T23:00:00.000000
Coinbase,Wallet,neutral,"Ya van 3 veces que falla el Wallet. ¿Qué pasa, Coinbase?",2025-04-15 23:00:00,ya van 3 veces que falla el wallet qu pasa coinbase,ya van vece que falla el wallet qu pasa coinbase,0.0,2025-04-15T23:00:00.000000,2025-04-15T23:00:00.000000
Meta,Facebook Ads,neutral,Malísimo el Facebook Ads de Meta. No lo recomiendo. 👎,2025-04-17 04:00:00,malsimo el facebook ads de meta no lo recomiendo,malsimo el facebook ads de meta lo recomiendo,0.0,2025-04-17T04:00:00.000000,2025-04-17T04:00:00.000000
Nvidia,DLSS 3.5,neutral,Probando el DLSS 3.5 de Nvidia. Aún no sé qué pensar.,2025-04-19 10:00:00,probando el dlss 35 de nvidia an no s qu pensar,probando el dlss de nvidia s qu pensar,0.0,2025-04-19T10:00:00.000000,2025-04-19T10:00:00.000000
Tesla,Model Y,neutral,"Tesla, ¿qué les pasó con el Model Y? Está lleno de fallas. 😤",2025-04-18 16:00:00,tesla qu les pas con el model y est lleno de fallas,tesla qu les pas con el model y est lleno de fallas,0.0,2025-04-18T16:00:00.000000,2025-04-18T16:00:00.000000
Nvidia,CUDA Toolkit,neutral,Otro día más batallando con CUDA Toolkit de Nvidia.,2025-04-16 14:00:00,otro da ms batallando con cuda toolkit de nvidia,otro da ms batallando con cuda toolkit de nvidia,0.0,2025-04-16T14:00:00.000000,2025-04-16T14:00:00.000000
Coinbase,Earn,neutral,Muy satisfecho con Earn de Coinbase. No esperaba menos.,2025-04-15 19:00:00,muy satisfecho con earn de coinbase no esperaba menos,muy satisfecho con earn de coinbase esperaba menos,0.0,2025-04-15T19:00:00.000000,2025-04-15T19:00:00.000000
Meta,Oculus Quest,neutral,No tengo quejas ni elogios del Oculus Quest de Meta.,2025-04-18 09:00:00,no tengo quejas ni elogios del oculus quest de meta,tengo quejas ni elogios del oculus quest de meta,0.0,2025-04-18T09:00:00.000000,2025-04-18T09:00:00.000000
Apple,Apple Watch,neutral,El Apple Watch de Apple no vale lo que cuesta. 😡,2025-04-18 22:00:00,el apple watch de apple no vale lo que cuesta,el apple watch de apple vale lo que cuesta,0.0,2025-04-18T22:00:00.000000,2025-04-18T22:00:00.000000
Apple,iOS 18,neutral,La mejor inversión que he hecho este año es iOS 18 de Apple. 🔥,2025-04-20 04:00:00,la mejor inversin que he hecho este ao es ios 18 de apple,la mejor inversin que hecho este ao es ios de apple,0.0,2025-04-20T04:00:00.000000,2025-04-20T04:00:00.000000
Apple,iPhone 15,neutral,El servicio de Apple con iPhone 15 fue impecable. 10/10 ⭐,2025-04-19 08:00:00,el servicio de apple con iphone 15 fue impecable 1010,el servicio de apple con iphone fue impecable,0.0,2025-04-19T08:00:00.000000,2025-04-19T08:00:00.000000
Apple,MacBook Air,neutral,"Apple, ¿qué les pasó con el MacBook Air? Está lleno de fallas. 😤",2025-04-19 05:00:00,apple qu les pas con el macbook air est lleno de fallas,apple qu les pas con el macbook air est lleno de fallas,0.0,2025-04-19T05:00:00.000000,2025-04-19T05:00:00.000000
Nike,Nike Run Club,neutral,Nunca volveré a comprar un Nike Run Club de Nike. Estafa total.,2025-04-20 02:00:00,nunca volver a comprar un nike run club de nike estafa total,nunca volver comprar un nike run club de nike estafa total,0.0,2025-04-20T02:00:00.000000,2025-04-20T02:00:00.000000
Nvidia,DLSS 3.5,neutral,Muy satisfecho con DLSS 3.5 de Nvidia. No esperaba menos.,2025-04-19 02:00:00,muy satisfecho con dlss 35 de nvidia no esperaba menos,muy satisfecho con dlss de nvidia esperaba menos,0.0,2025-04-19T02:00:00.000000,2025-04-19T02:00:00.000000
Binance,Earn Program,neutral,No puedo creer lo bien que funciona el Earn Program de Binance. Recomendado. 💯,2025-04-16 21:00:00,no puedo creer lo bien que funciona el earn program de binance recomendado,puedo creer lo bien que funciona el earn program de binance recomendado,0.0,2025-04-16T21:00:00.000000,2025-04-16T21:00:00.000000
Tesla,Autopilot,neutral,"Interesante propuesta con Autopilot de Tesla, veremos cómo evoluciona.",2025-04-16 08:00:00,interesante propuesta con autopilot de tesla veremos cmo evoluciona,interesante propuesta con autopilot de tesla veremos cmo evoluciona,0.0,2025-04-16T08:00:00.000000,2025-04-16T08:00:00.000000
Meta,Oculus Quest,neutral,¡Amo mi nuevo Oculus Quest de Meta! 🥳,2025-04-17 10:00:00,amo mi nuevo oculus quest de meta,amo mi nuevo oculus quest de meta,0.0,2025-04-17T10:00:00.000000,2025-04-17T10:00:00.000000
Meta,Facebook Ads,negativo,"Meta se la rifó con el Facebook Ads, está brutal 😍",2025-04-19 16:00:00,meta se la rif con el facebook ads est brutal,meta se la rif con el facebook ad est brutal,-0.6249,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Tesla,Model Y,neutral,Muy satisfecho con Model Y de Tesla. No esperaba menos.,2025-04-20 05:00:00,muy satisfecho con model y de tesla no esperaba menos,muy satisfecho con model y de tesla esperaba menos,0.0,2025-04-20T05:00:00.000000,2025-04-20T05:00:00.000000
Meta,Threads,neutral,El Threads de Meta es... aceptable.,2025-04-15 22:00:00,el threads de meta es aceptable,el threads de meta es aceptable,0.0,2025-04-15T22:00:00.000000,2025-04-15T22:00:00.000000
Nvidia,GeForce NOW,negativo,"Nvidia se la rifó con el GeForce NOW, está brutal 😍",2025-04-16 07:00:00,nvidia se la rif con el geforce now est brutal,nvidia se la rif con el geforce est brutal,-0.6249,2025-04-16T07:00:00.000000,2025-04-16T07:00:00.000000
Nike,Jordan Retro,neutral,Lo de Nike con el Jordan Retro es otro nivel. 😎,2025-04-19 05:00:00,lo de nike con el jordan retro es otro nivel,lo de nike con el jordan retro es otro nivel,0.0,2025-04-19T05:00:00.000000,2025-04-19T05:00:00.000000
Tesla,Powerwall,neutral,El servicio de Tesla con Powerwall fue impecable. 10/10 ⭐,2025-04-19 21:00:00,el servicio de tesla con powerwall fue impecable 1010,el servicio de tesla con powerwall fue impecable,0.0,2025-04-19T21:00:00.000000,2025-04-19T21:00:00.000000
Nvidia,DLSS 3.5,neutral,No tengo quejas ni elogios del DLSS 3.5 de Nvidia.,2025-04-19 18:00:00,no tengo quejas ni elogios del dlss 35 de nvidia,tengo quejas ni elogios del dlss de nvidia,0.0,2025-04-19T18:00:00.000000,2025-04-19T18:00:00.000000
Nike,Nike App,neutral,Lo de Nike con el Nike App es otro nivel. 😎,2025-04-19 11:00:00,lo de nike con el nike app es otro nivel,lo de nike con el nike app es otro nivel,0.0,2025-04-19T11:00:00.000000,2025-04-19T11:00:00.000000
Tesla,Model 3,neutral,Parece estable el Model 3 de Tesla. Veremos con el tiempo.,2025-04-16 04:00:00,parece estable el model 3 de tesla veremos con el tiempo,parece estable el model de tesla veremos con el tiempo,0.0,2025-04-16T04:00:00.000000,2025-04-16T04:00:00.000000
Nvidia,CUDA Toolkit,neutral,Parece estable el CUDA Toolkit de Nvidia. Veremos con el tiempo.,2025-04-18 04:00:00,parece estable el cuda toolkit de nvidia veremos con el tiempo,parece estable el cuda toolkit de nvidia veremos con el tiempo,0.0,2025-04-18T04:00:00.000000,2025-04-18T04:00:00.000000
Coinbase,NFT platform,neutral,Lo de Coinbase con el NFT platform es otro nivel. 😎,2025-04-15 14:00:00,lo de coinbase con el nft platform es otro nivel,lo de coinbase con el nft platform es otro nivel,0.0,2025-04-15T14:00:00.000000,2025-04-15T14:00:00.000000
Tesla,Autopilot,negativo,"Tesla se la rifó con el Autopilot, está brutal 😍",2025-04-19 22:00:00,tesla se la rif con el autopilot est brutal,tesla se la rif con el autopilot est brutal,-0.6249,2025-04-19T22:00:00.000000,2025-04-19T22:00:00.000000
Nvidia,CUDA Toolkit,neutral,¡Amo mi nuevo CUDA Toolkit de Nvidia! 🥳,2025-04-19 12:00:00,amo mi nuevo cuda toolkit de nvidia,amo mi nuevo cuda toolkit de nvidia,0.0,2025-04-19T12:00:00.000000,2025-04-19T12:00:00.000000
Coinbase,Wallet,neutral,Otro día más batallando con Wallet de Coinbase.,2025-04-16 02:00:00,otro da ms batallando con wallet de coinbase,otro da ms batallando con wallet de coinbase,0.0,2025-04-16T02:00:00.000000,2025-04-16T02:00:00.000000
Binance,Smart Chain,positivo,Otro día más batallando con Smart Chain de Binance.,2025-04-19 23:00:00,otro da ms batallando con smart chain de binance,otro da ms batallando con smart chain de binance,0.4019,2025-04-19T23:00:00.000000,2025-04-19T23:00:00.000000
Coinbase,Wallet,neutral,Parece estable el Wallet de Coinbase. Veremos con el tiempo.,2025-04-17 12:00:00,parece estable el wallet de coinbase veremos con el tiempo,parece estable el wallet de coinbase veremos con el tiempo,0.0,2025-04-17T12:00:00.000000,2025-04-17T12:00:00.000000
Coinbase,Coinbase Pro,neutral,"Coinbase Pro no sirve para nada, Coinbase debería hacer recall ya.",2025-04-15 08:00:00,coinbase pro no sirve para nada coinbase debera hacer recall ya,coinbase pro sirve para nada coinbase debera hacer recall ya,0.0,2025-04-15T08:00:00.000000,2025-04-15T08:00:00.000000
Nvidia,GeForce NOW,neutral,Nunca volveré a comprar un GeForce NOW de Nvidia. Estafa total.,2025-04-19 22:00:00,nunca volver a comprar un geforce now de nvidia estafa total,nunca volver comprar un geforce de nvidia estafa total,0.0,2025-04-19T22:00:00.000000,2025-04-19T22:00:00.000000
Coinbase,Wallet,neutral,Otro día más batallando con Wallet de Coinbase.,2025-04-18 09:00:00,otro da ms batallando con wallet de coinbase,otro da ms batallando con wallet de coinbase,0.0,2025-04-18T09:00:00.000000,2025-04-18T09:00:00.000000
Apple,Apple Watch,neutral,"Desde que uso Apple Watch, soy más feliz. Gracias Apple! 😊",2025-04-17 10:00:00,desde que uso apple watch soy ms feliz gracias apple,desde que uso apple watch soy ms feliz gracias apple,0.0,2025-04-17T10:00:00.000000,2025-04-17T10:00:00.000000
Binance,Launchpad,neutral,"Launchpad no sirve para nada, Binance debería hacer recall ya.",2025-04-16 23:00:00,launchpad no sirve para nada binance debera hacer recall ya,launchpad sirve para nada binance debera hacer recall ya,0.0,2025-04-16T23:00:00.000000,2025-04-16T23:00:00.000000
Nvidia,CUDA Toolkit,neutral,El CUDA Toolkit de Nvidia no vale lo que cuesta. 😡,2025-04-18 20:00:00,el cuda toolkit de nvidia no vale lo que cuesta,el cuda toolkit de nvidia vale lo que cuesta,0.0,2025-04-18T20:00:00.000000,2025-04-18T20:00:00.000000
